cod;nome;período;valor
11;RO;2005;361
14;RR;2005;64
42;SC;2005;88
35;SP;2005;3474
28;SE;2005;323
17;TO;2005;133
27;AL;2005;766
16;AP;2005;159
13;AM;2005;466
29;BA;2005;2216
23;CE;2005;715
53;DF;2005;519
32;ES;2005;924
52;GO;2005;920
21;MA;2005;725
51;MT;2005;579
50;MS;2005;316
27;AL;2006;1012
28;SE;2006;384
35;SP;2006;3121
12;AC;2006;94
53;DF;2006;537
32;ES;2006;1008
21;MA;2006;753
51;MT;2006;605
43;RS;2006;351
50;MS;2006;342
24;RN;2006;291
29;BA;2006;2624
31;MG;2006;2520
11;RO;2006;386
52;GO;2006;985
15;PA;2006;1749
25;PB;2006;648
41;PR;2006;474
26;PE;2006;3632
22;PI;2006;329
14;RR;2006;64
13;AM;2006;551
16;AP;2006;176
17;TO;2006;171
23;CE;2006;907
33;RJ;2006;4339
42;SC;2006;78
52;GO;2007;970
28;SE;2007;350
13;AM;2007;605
35;SP;2007;2417
15;PA;2007;1841
12;AC;2007;82
27;AL;2007;1179
53;DF;2007;550
25;PB;2007;704
23;CE;2007;1283
24;RN;2007;399
16;AP;2007;132
21;MA;2007;911
43;RS;2007;411
41;PR;2007;575
51;MT;2007;561
42;SC;2007;88
29;BA;2007;2909
22;PI;2007;285
50;MS;2007;341
17;TO;2007;164
26;PE;2007;3790
33;RJ;2007;3952
32;ES;2007;1081
31;MG;2007;2528
14;RR;2007;75
11;RO;2007;285
42;SC;2008;100
53;DF;2008;644
23;CE;2008;1303
22;PI;2008;268
11;RO;2008;298
14;RR;2008;69
33;RJ;2008;3365
12;AC;2008;69
35;SP;2008;2265
28;SE;2008;383
17;TO;2008;177
27;AL;2008;1465
16;AP;2008;183
26;PE;2008;3641
13;AM;2008;711
24;RN;2008;510
41;PR;2008;640
25;PB;2008;852
15;PA;2008;2445
31;MG;2008;2407
50;MS;2008;339
51;MT;2008;630
29;BA;2008;3876
21;MA;2008;1030
43;RS;2008;439
52;GO;2008;1204
32;ES;2008;1123
16;AP;2009;158
29;BA;2009;4455
13;AM;2009;786
26;PE;2009;3208
14;RR;2009;66
28;SE;2009;454
42;SC;2009;107
21;MA;2009;1143
33;RJ;2009;3237
32;ES;2009;1215
51;MT;2009;682
52;GO;2009;1327
17;TO;2009;208
35;SP;2009;2385
23;CE;2009;1280
50;MS;2009;374
22;PI;2009;296
31;MG;2009;2261
27;AL;2009;1499
12;AC;2009;97
11;RO;2009;338
15;PA;2009;2558
25;PB;2009;1069
24;RN;2009;574
43;RS;2009;409
41;PR;2009;619
53;DF;2009;692
14;RR;2010;93
28;SE;2010;533
43;RS;2010;398
17;TO;2010;250
27;AL;2010;1592
16;AP;2010;191
26;PE;2010;2803
53;DF;2010;630
33;RJ;2010;3484
41;PR;2010;619
13;AM;2010;920
25;PB;2010;1227
15;PA;2010;2998
11;RO;2010;364
22;PI;2010;299
31;MG;2010;2256
50;MS;2010;336
32;ES;2010;1171
51;MT;2010;667
23;CE;2010;1600
21;MA;2010;1242
29;BA;2010;4781
24;RN;2010;582
35;SP;2010;2219
12;AC;2010;83
42;SC;2010;114
52;GO;2010;1403
26;PE;2011;2790
14;RR;2011;65
12;AC;2011;88
15;PA;2011;2629
50;MS;2011;376
35;SP;2011;2293
42;SC;2011;123
25;PB;2011;1324
24;RN;2011;757
21;MA;2011;1255
11;RO;2011;290
17;TO;2011;252
23;CE;2011;1541
52;GO;2011;1537
51;MT;2011;679
28;SE;2011;621
27;AL;2011;1899
16;AP;2011;163
13;AM;2011;1065
29;BA;2011;4402
22;PI;2011;327
31;MG;2011;2622
41;PR;2011;599
33;RJ;2011;2933
32;ES;2011;1105
43;RS;2011;427
53;DF;2011;723
31;MG;2012;2896
42;SC;2012;156
11;RO;2012;338
13;AM;2012;1094
15;PA;2012;2738
27;AL;2012;1789
32;ES;2012;1205
28;SE;2012;748
25;PB;2012;1176
12;AC;2012;157
22;PI;2012;413
50;MS;2012;402
17;TO;2012;266
35;SP;2012;2627
43;RS;2012;475
51;MT;2012;732
23;CE;2012;1811
21;MA;2012;1459
53;DF;2012;785
16;AP;2012;200
52;GO;2012;1963
29;BA;2012;4989
41;PR;2012;690
26;PE;2012;2805
14;RR;2012;93
33;RJ;2012;2999
24;RN;2012;819
17;TO;2013;235
23;CE;2013;2088
33;RJ;2013;3247
12;AC;2013;165
26;PE;2013;2572
28;SE;2013;829
16;AP;2013;162
52;GO;2013;2076
32;ES;2013;1182
42;SC;2013;101
27;AL;2013;1845
29;BA;2013;4709
31;MG;2013;3076
13;AM;2013;955
11;RO;2013;288
41;PR;2013;540
14;RR;2013;123
24;RN;2013;1064
35;SP;2013;2459
51;MT;2013;798
53;DF;2013;681
25;PB;2013;1187
21;MA;2013;1788
15;PA;2013;2830
43;RS;2013;454
50;MS;2013;360
22;PI;2013;451
27;AL;2014;1829
24;RN;2014;1233
43;RS;2014;577
11;RO;2014;386
14;RR;2014;83
26;PE;2014;2704
41;PR;2014;541
25;PB;2014;1244
15;PA;2014;2912
31;MG;2014;3153
50;MS;2014;388
51;MT;2014;946
21;MA;2014;2048
52;GO;2014;1986
32;ES;2014;1206
53;DF;2014;664
23;CE;2014;2362
29;BA;2014;5095
13;AM;2014;1038
16;AP;2014;213
12;AC;2014;171
42;SC;2014;138
35;SP;2014;2612
28;SE;2014;938
17;TO;2014;267
22;PI;2014;538
33;RJ;2014;3666
23;CE;2015;2118
53;DF;2015;551
32;ES;2015;1061
42;SC;2015;185
26;PE;2015;3173
24;RN;2015;1207
17;TO;2015;342
22;PI;2015;487
15;PA;2015;3138
25;PB;2015;1222
12;AC;2015;169
13;AM;2015;1242
28;SE;2015;1157
52;GO;2015;2087
16;AP;2015;251
35;SP;2015;2336
33;RJ;2015;3283
31;MG;2015;3033
50;MS;2015;367
51;MT;2015;843
21;MA;2015;2003
29;BA;2015;5112
43;RS;2015;601
14;RR;2015;138
11;RO;2015;397
41;PR;2015;611
27;AL;2015;1566
51;MT;2016;845
50;MS;2016;369
13;AM;2016;1231
31;MG;2016;3099
15;PA;2016;3597
25;PB;2016;1099
41;PR;2016;619
21;MA;2016;1963
16;AP;2016;347
27;AL;2016;1665
17;TO;2016;426
52;GO;2016;2168
28;SE;2016;1330
12;AC;2016;288
33;RJ;2016;4076
35;SP;2016;2017
32;ES;2016;943
42;SC;2016;213
53;DF;2016;569
29;BA;2016;6132
23;CE;2016;2363
11;RO;2016;483
14;RR;2016;145
26;PE;2016;3618
43;RS;2016;707
24;RN;2016;1479
22;PI;2016;563
42;SC;2017;247
17;TO;2017;407
43;RS;2017;772
50;MS;2017;385
51;MT;2017;780
21;MA;2017;1855
52;GO;2017;2094
53;DF;2017;452
22;PI;2017;509
23;CE;2017;4580
24;RN;2017;1798
25;PB;2017;1151
26;PE;2017;4462
27;AL;2017;1636
28;SE;2017;1168
29;BA;2017;6377
31;MG;2017;2885
11;RO;2017;357
32;ES;2017;1098
12;AC;2017;404
13;AM;2017;1418
33;RJ;2017;4378
35;SP;2017;2002
14;RR;2017;169
41;PR;2017;647
15;PA;2017;3858
16;AP;2017;328
27;AL;2018;1120
11;RO;2018;323
12;AC;2018;322
13;AM;2018;1300
14;RR;2018;282
15;PA;2018;3827
16;AP;2018;377
17;TO;2018;430
21;MA;2018;1656
22;PI;2018;488
23;CE;2018;4051
24;RN;2018;1509
25;PB;2018;1085
26;PE;2018;3387
28;SE;2018;1045
29;BA;2018;5717
31;MG;2018;2265
32;ES;2018;887
33;RJ;2018;4448
35;SP;2018;1571
41;PR;2018;607
42;SC;2018;157
43;RS;2018;619
50;MS;2018;320
51;MT;2018;695
52;GO;2018;1929
53;DF;2018;372
11;RO;2019;295
12;AC;2019;252
13;AM;2019;1284
14;RR;2019;148
15;PA;2019;2887
16;AP;2019;330
17;TO;2019;337
21;MA;2019;1402
22;PI;2019;454
23;CE;2019;2036
24;RN;2019;1110
25;PB;2019;800
26;PE;2019;2749
27;AL;2019;993
28;SE;2019;884
29;BA;2019;5264
31;MG;2019;1938
32;ES;2019;802
33;RJ;2019;2435
35;SP;2019;1535
41;PR;2019;542
42;SC;2019;163
43;RS;2019;463
50;MS;2019;280
51;MT;2019;639
52;GO;2019;1627
53;DF;2019;339
11;RO;2020;311
12;AC;2020;232
13;AM;2020;1093
14;RR;2020;150
15;PA;2020;2381
16;AP;2020;345
17;TO;2020;370
21;MA;2020;1736
22;PI;2020;521
23;CE;2020;3457
24;RN;2020;1169
25;PB;2020;929
26;PE;2020;3040
27;AL;2020;1165
28;SE;2020;891
29;BA;2020;6124
31;MG;2020;1789
32;ES;2020;865
33;RJ;2020;3387
35;SP;2020;1505
41;PR;2020;692
42;SC;2020;168
43;RS;2020;474
50;MS;2020;278
51;MT;2020;689
52;GO;2020;1594
53;DF;2020;306
11;RO;2021;359
12;AC;2021;158
13;AM;2021;1505
14;RR;2021;181
15;PA;2021;2425
16;AP;2021;428
17;TO;2021;333
23;CE;2021;2906
22;PI;2021;611
21;MA;2021;1644
26;PE;2021;2641
53;DF;2021;277
52;GO;2021;1304
51;MT;2021;610
25;PB;2021;927
50;MS;2021;346
43;RS;2021;411
42;SC;2021;161
41;PR;2021;848
35;SP;2021;1373
33;RJ;2021;3312
24;RN;2021;996
32;ES;2021;874
31;MG;2021;1688
27;AL;2021;979
28;SE;2021;707
29;BA;2021;6302
