cod;nome;período;valor
26;PE;2012;116
22;PI;2012;18
53;DF;2012;42
23;CE;2012;142
29;BA;2012;262
16;AP;2012;6
13;AM;2012;52
27;AL;2012;100
12;AC;2012;4
24;RN;2012;32
33;RJ;2012;184
35;SP;2013;174
12;AC;2013;9
17;TO;2013;12
28;SE;2013;30
42;SC;2013;36
43;RS;2013;112
14;RR;2013;5
11;RO;2013;18
24;RN;2013;54
33;RJ;2013;185
41;PR;2013;124
22;PI;2013;22
26;PE;2013;139
25;PB;2013;84
15;PA;2013;121
51;MT;2013;34
50;MS;2013;24
31;MG;2013;205
21;MA;2013;58
52;GO;2013;141
32;ES;2013;114
53;DF;2013;39
23;CE;2013;200
29;BA;2013;241
16;AP;2013;6
13;AM;2013;33
27;AL;2013;103
24;RN;2014;68
11;RO;2014;28
14;RR;2014;4
15;PA;2014;132
25;PB;2014;81
26;PE;2014;138
22;PI;2014;25
41;PR;2014;138
33;RJ;2014;215
51;MT;2014;45
17;TO;2014;13
35;SP;2014;199
28;SE;2014;50
42;SC;2014;39
43;RS;2014;129
31;MG;2014;171
21;MA;2014;75
52;GO;2014;153
32;ES;2014;89
53;DF;2014;30
23;CE;2014;200
29;BA;2014;216
16;AP;2014;8
13;AM;2014;33
27;AL;2014;85
12;AC;2014;6
50;MS;2014;20
17;TO;2015;13
15;PA;2015;144
26;PE;2015;128
22;PI;2015;33
41;PR;2015;94
33;RJ;2015;196
24;RN;2015;57
11;RO;2015;35
14;RR;2015;7
43;RS;2015;158
51;MT;2015;50
50;MS;2015;19
31;MG;2015;204
21;MA;2015;67
52;GO;2015;134
32;ES;2015;78
53;DF;2015;24
23;CE;2015;166
29;BA;2015;219
16;AP;2015;7
13;AM;2015;44
27;AL;2015;61
12;AC;2015;5
42;SC;2015;34
28;SE;2015;53
35;SP;2015;175
25;PB;2015;73
17;TO;2016;14
12;AC;2016;11
27;AL;2016;72
13;AM;2016;43
16;AP;2016;7
29;BA;2016;261
23;CE;2016;139
53;DF;2016;31
32;ES;2016;57
52;GO;2016;128
21;MA;2016;84
31;MG;2016;169
50;MS;2016;25
51;MT;2016;38
15;PA;2016;178
25;PB;2016;62
26;PE;2016;146
22;PI;2016;22
41;PR;2016;105
35;SP;2016;156
28;SE;2016;39
42;SC;2016;50
43;RS;2016;190
14;RR;2016;7
11;RO;2016;27
24;RN;2016;76
33;RJ;2016;202
14;RR;2017;4
43;RS;2017;188
42;SC;2017;35
28;SE;2017;57
35;SP;2017;163
12;AC;2017;17
17;TO;2017;18
11;RO;2017;30
24;RN;2017;122
33;RJ;2017;219
41;PR;2017;110
22;PI;2017;25
26;PE;2017;189
25;PB;2017;51
15;PA;2017;202
51;MT;2017;40
50;MS;2017;21
31;MG;2017;146
21;MA;2017;56
52;GO;2017;129
13;AM;2017;51
32;ES;2017;89
53;DF;2017;25
27;AL;2017;77
23;CE;2017;282
29;BA;2017;286
16;AP;2017;9
51;MT;2018;31
53;DF;2018;20
32;ES;2018;55
52;GO;2018;117
21;MA;2018;50
31;MG;2018;137
50;MS;2018;21
15;PA;2018;197
25;PB;2018;56
26;PE;2018;137
22;PI;2018;14
41;PR;2018;89
33;RJ;2018;198
24;RN;2018;78
11;RO;2018;20
14;RR;2018;9
43;RS;2018;147
42;SC;2018;32
28;SE;2018;25
35;SP;2018;116
17;TO;2018;19
23;CE;2018;379
29;BA;2018;257
16;AP;2018;9
13;AM;2018;51
27;AL;2018;44
12;AC;2018;22
22;PI;2019;17
52;GO;2019;67
21;MA;2019;44
32;ES;2019;42
31;MG;2019;120
50;MS;2019;14
51;MT;2019;33
15;PA;2019;135
25;PB;2019;39
26;PE;2019;127
53;DF;2019;20
23;CE;2019;159
29;BA;2019;250
12;AC;2019;17
16;AP;2019;10
13;AM;2019;49
27;AL;2019;47
17;TO;2019;16
35;SP;2019;118
28;SE;2019;28
42;SC;2019;46
43;RS;2019;132
14;RR;2019;6
11;RO;2019;13
24;RN;2019;75
33;RJ;2019;107
41;PR;2019;86
41;PR;2020;93
11;RO;2020;17
12;AC;2020;16
13;AM;2020;39
14;RR;2020;7
15;PA;2020;99
16;AP;2020;12
17;TO;2020;16
21;MA;2020;67
22;PI;2020;23
23;CE;2020;253
24;RN;2020;65
25;PB;2020;56
26;PE;2020;134
27;AL;2020;42
28;SE;2020;26
29;BA;2020;279
31;MG;2020;99
32;ES;2020;58
33;RJ;2020;123
35;SP;2020;108
42;SC;2020;31
43;RS;2020;122
50;MS;2020;25
51;MT;2020;40
52;GO;2020;54
53;DF;2020;16
27;AL;2021;29
26;PE;2021;153
25;PB;2021;43
24;RN;2021;48
23;CE;2021;264
28;SE;2021;21
29;BA;2021;292
31;MG;2021;86
32;ES;2021;62
33;RJ;2021;112
35;SP;2021;92
41;PR;2021;82
42;SC;2021;33
43;RS;2021;118
50;MS;2021;35
22;PI;2021;38
21;MA;2021;71
17;TO;2021;14
16;AP;2021;11
15;PA;2021;100
14;RR;2021;7
51;MT;2021;30
52;GO;2021;51
53;DF;2021;15
13;AM;2021;73
12;AC;2021;6
11;RO;2021;27
