cod;nome;período;valor
25;PB;1996;234
41;PR;1996;714
26;PE;1996;2172
22;PI;1996;38
33;RJ;1996;5581
24;RN;1996;131
43;RS;1996;886
11;RO;1996;171
14;RR;1996;45
42;SC;1996;187
35;SP;1996;5022
28;SE;1996;137
17;TO;1996;43
21;MA;1997;127
17;TO;1997;46
28;SE;1997;109
35;SP;1997;4973
42;SC;1997;205
14;RR;1997;37
11;RO;1997;186
43;RS;1997;1029
24;RN;1997;139
33;RJ;1997;5746
22;PI;1997;42
26;PE;1997;2850
41;PR;1997;832
25;PB;1997;299
15;PA;1997;371
31;MG;1997;656
50;MS;1997;453
51;MT;1997;398
52;GO;1997;387
32;ES;1997;887
53;DF;1997;402
23;CE;1997;417
29;BA;1997;1328
13;AM;1997;187
16;AP;1997;51
27;AL;1997;436
12;AC;1997;49
22;PI;1998;35
17;TO;1998;65
28;SE;1998;99
35;SP;1998;5920
42;SC;1998;171
14;RR;1998;46
11;RO;1998;290
43;RS;1998;958
24;RN;1998;131
33;RJ;1998;5570
12;AC;1998;53
27;AL;1998;386
16;AP;1998;64
13;AM;1998;206
29;BA;1998;760
23;CE;1998;457
53;DF;1998;439
32;ES;1998;1066
52;GO;1998;390
21;MA;1998;121
51;MT;1998;490
50;MS;1998;376
31;MG;1998;788
15;PA;1998;407
25;PB;1998;267
41;PR;1998;893
26;PE;1998;3453
33;RJ;1999;5607
50;MS;1999;315
51;MT;1999;441
21;MA;1999;95
52;GO;1999;472
32;ES;1999;1041
53;DF;1999;420
23;CE;1999;497
29;BA;1999;520
13;AM;1999;203
16;AP;1999;55
27;AL;1999;353
12;AC;1999;12
15;PA;1999;325
24;RN;1999;123
43;RS;1999;995
11;RO;1999;298
31;MG;1999;650
14;RR;1999;54
42;SC;1999;160
35;SP;1999;7567
28;SE;1999;194
17;TO;1999;64
25;PB;1999;237
41;PR;1999;945
26;PE;1999;3401
22;PI;1999;55
23;CE;2000;89
32;ES;2000;96
52;GO;2000;603
21;MA;2000;138
31;MG;2000;451
50;MS;2000;3405
51;MT;2000;340
15;PA;2000;261
25;PB;2000;705
26;PE;2000;941
22;PI;2000;5744
41;PR;2000;1303
33;RJ;2000;9043
24;RN;2000;1015
11;RO;2000;259
43;RS;2000;196
14;RR;2000;1159
42;SC;2000;407
35;SP;2000;648
28;SE;2000;633
17;TO;2000;477
12;AC;2000;35
27;AL;2000;234
13;AM;2000;437
16;AP;2000;43
29;BA;2000;31
53;DF;2000;129
27;AL;2001;184
33;RJ;2001;10006
22;PI;2001;5740
26;PE;2001;939
41;PR;2001;1461
25;PB;2001;1079
15;PA;2001;347
31;MG;2001;575
50;MS;2001;3748
51;MT;2001;323
21;MA;2001;202
52;GO;2001;595
32;ES;2001;95
53;DF;2001;202
23;CE;2001;120
29;BA;2001;42
13;AM;2001;497
16;AP;2001;41
24;RN;2001;1165
43;RS;2001;244
11;RO;2001;343
14;RR;2001;1241
42;SC;2001;358
35;SP;2001;539
28;SE;2001;687
17;TO;2001;470
12;AC;2001;51
31;MG;2002;675
12;AC;2002;63
17;TO;2002;440
28;SE;2002;817
35;SP;2002;537
42;SC;2002;386
14;RR;2002;1266
11;RO;2002;371
43;RS;2002;281
24;RN;2002;1402
33;RJ;2002;8867
22;PI;2002;6308
26;PE;2002;1132
41;PR;2002;1907
25;PB;2002;1159
15;PA;2002;388
27;AL;2002;186
16;AP;2002;43
13;AM;2002;661
29;BA;2002;45
23;CE;2002;76
53;DF;2002;239
32;ES;2002;110
52;GO;2002;692
21;MA;2002;186
51;MT;2002;393
50;MS;2002;3453
32;ES;2003;133
23;CE;2003;93
15;PA;2003;321
42;SC;2003;395
14;RR;2003;1270
11;RO;2003;348
25;PB;2003;1520
41;PR;2003;2615
26;PE;2003;1107
22;PI;2003;6024
29;BA;2003;65
13;AM;2003;826
31;MG;2003;740
16;AP;2003;38
27;AL;2003;157
12;AC;2003;52
33;RJ;2003;9032
24;RN;2003;1627
17;TO;2003;520
28;SE;2003;797
35;SP;2003;515
43;RS;2003;384
50;MS;2003;3580
51;MT;2003;436
21;MA;2003;272
52;GO;2003;800
53;DF;2003;324
29;BA;2004;69
16;AP;2004;30
42;SC;2004;363
35;SP;2004;418
28;SE;2004;937
17;TO;2004;476
27;AL;2004;213
12;AC;2004;42
14;RR;2004;1326
11;RO;2004;313
43;RS;2004;345
24;RN;2004;1776
33;RJ;2004;7152
22;PI;2004;5852
26;PE;2004;1108
41;PR;2004;3035
25;PB;2004;1511
15;PA;2004;286
31;MG;2004;719
50;MS;2004;3155
51;MT;2004;431
21;MA;2004;228
52;GO;2004;865
32;ES;2004;123
53;DF;2004;332
23;CE;2004;94
13;AM;2004;927
50;MS;2005;3312
31;MG;2005;873
15;PA;2005;306
25;PB;2005;1908
41;PR;2005;2895
26;PE;2005;1088
22;PI;2005;5639
33;RJ;2005;5427
24;RN;2005;1906
43;RS;2005;359
11;RO;2005;342
14;RR;2005;1359
42;SC;2005;319
35;SP;2005;454
28;SE;2005;885
17;TO;2005;427
13;AM;2005;1139
16;AP;2005;26
27;AL;2005;251
12;AC;2005;35
51;MT;2005;507
21;MA;2005;256
52;GO;2005;945
32;ES;2005;140
53;DF;2005;468
23;CE;2005;72
29;BA;2005;50
15;PA;2006;388
32;ES;2006;181
53;DF;2006;455
23;CE;2006;79
29;BA;2006;75
13;AM;2006;1223
16;AP;2006;35
27;AL;2006;357
12;AC;2006;48
52;GO;2006;1017
21;MA;2006;285
51;MT;2006;589
50;MS;2006;3395
31;MG;2006;1244
25;PB;2006;2269
41;PR;2006;2870
26;PE;2006;1194
22;PI;2006;5460
33;RJ;2006;5370
24;RN;2006;2085
43;RS;2006;352
11;RO;2006;356
14;RR;2006;1342
42;SC;2006;353
35;SP;2006;474
28;SE;2006;913
17;TO;2006;402
52;GO;2007;1181
13;AM;2007;1327
29;BA;2007;55
23;CE;2007;80
53;DF;2007;579
12;AC;2007;47
32;ES;2007;169
27;AL;2007;390
16;AP;2007;26
17;TO;2007;488
28;SE;2007;936
35;SP;2007;507
42;SC;2007;371
14;RR;2007;1559
11;RO;2007;312
43;RS;2007;356
24;RN;2007;2150
33;RJ;2007;3859
22;PI;2007;4824
26;PE;2007;1252
41;PR;2007;2765
25;PB;2007;2565
15;PA;2007;329
31;MG;2007;1478
50;MS;2007;3511
51;MT;2007;613
21;MA;2007;415
27;AL;2008;426
17;TO;2008;541
28;SE;2008;1117
35;SP;2008;536
42;SC;2008;370
14;RR;2008;1683
11;RO;2008;269
43;RS;2008;461
24;RN;2008;2366
33;RJ;2008;3598
22;PI;2008;4108
26;PE;2008;1370
41;PR;2008;2580
25;PB;2008;3620
15;PA;2008;357
31;MG;2008;1541
50;MS;2008;3277
51;MT;2008;701
21;MA;2008;500
52;GO;2008;1284
32;ES;2008;151
53;DF;2008;673
23;CE;2008;88
29;BA;2008;61
13;AM;2008;1837
12;AC;2008;40
16;AP;2008;27
42;SC;2009;401
43;RS;2009;471
14;RR;2009;1519
11;RO;2009;325
24;RN;2009;2470
33;RJ;2009;3606
41;PR;2009;2406
22;PI;2009;3805
26;PE;2009;1418
25;PB;2009;4136
15;PA;2009;435
51;MT;2009;951
50;MS;2009;2931
31;MG;2009;1479
21;MA;2009;590
52;GO;2009;1441
32;ES;2009;170
29;BA;2009;66
16;AP;2009;23
12;AC;2009;59
13;AM;2009;1953
27;AL;2009;544
17;TO;2009;623
23;CE;2009;116
53;DF;2009;753
35;SP;2009;528
28;SE;2009;1183
11;RO;2010;333
43;RS;2010;441
24;RN;2010;2441
33;RJ;2010;3233
22;PI;2010;3912
26;PE;2010;1265
41;PR;2010;2259
25;PB;2010;4201
15;PA;2010;434
31;MG;2010;1633
50;MS;2010;2497
51;MT;2010;1129
21;MA;2010;578
52;GO;2010;1954
32;ES;2010;191
53;DF;2010;785
23;CE;2010;122
29;BA;2010;98
13;AM;2010;2373
16;AP;2010;27
27;AL;2010;607
12;AC;2010;56
17;TO;2010;534
28;SE;2010;1237
35;SP;2010;538
42;SC;2010;322
14;RR;2010;1376
12;AC;2011;45
27;AL;2011;847
16;AP;2011;25
13;AM;2011;1968
29;BA;2011;71
41;PR;2011;2779
26;PE;2011;1247
22;PI;2011;3228
33;RJ;2011;3068
24;RN;2011;2222
43;RS;2011;450
11;RO;2011;263
14;RR;2011;1413
42;SC;2011;333
35;SP;2011;568
28;SE;2011;1446
17;TO;2011;613
23;CE;2011;145
53;DF;2011;893
32;ES;2011;241
52;GO;2011;1944
21;MA;2011;744
51;MT;2011;1271
50;MS;2011;2393
31;MG;2011;1819
15;PA;2011;493
25;PB;2011;3913
28;SE;2012;1820
15;PA;2012;618
31;MG;2012;1637
50;MS;2012;2358
51;MT;2012;1135
21;MA;2012;824
52;GO;2012;2992
32;ES;2012;293
53;DF;2012;1111
23;CE;2012;160
43;RS;2012;454
11;RO;2012;312
14;RR;2012;1602
42;SC;2012;324
35;SP;2012;604
25;PB;2012;4329
17;TO;2012;682
29;BA;2012;111
13;AM;2012;2013
16;AP;2012;29
27;AL;2012;803
12;AC;2012;81
24;RN;2012;2262
33;RJ;2012;3639
22;PI;2012;3281
26;PE;2012;1229
41;PR;2012;3012
52;GO;2013;3455
32;ES;2013;342
53;DF;2013;1338
23;CE;2013;133
29;BA;2013;98
16;AP;2013;65
13;AM;2013;2099
17;TO;2013;554
28;SE;2013;1994
35;SP;2013;711
42;SC;2013;294
14;RR;2013;1602
11;RO;2013;282
43;RS;2013;405
24;RN;2013;1901
33;RJ;2013;3260
22;PI;2013;3365
26;PE;2013;1176
41;PR;2013;3262
25;PB;2013;4039
27;AL;2013;662
12;AC;2013;86
15;PA;2013;701
51;MT;2013;1174
50;MS;2013;2159
31;MG;2013;1756
21;MA;2013;1094
50;MS;2014;2403
21;MA;2014;1246
52;GO;2014;3595
32;ES;2014;430
53;DF;2014;1613
23;CE;2014;162
29;BA;2014;144
13;AM;2014;2170
16;AP;2014;43
27;AL;2014;729
12;AC;2014;109
31;MG;2014;1721
15;PA;2014;848
25;PB;2014;4451
41;PR;2014;3204
26;PE;2014;1203
22;PI;2014;3415
33;RJ;2014;3335
24;RN;2014;1932
43;RS;2014;460
11;RO;2014;373
14;RR;2014;1926
42;SC;2014;337
35;SP;2014;809
28;SE;2014;1899
17;TO;2014;601
51;MT;2014;1171
32;ES;2015;367
11;RO;2015;348
51;MT;2015;1190
50;MS;2015;2930
31;MG;2015;1415
15;PA;2015;1055
25;PB;2015;4330
41;PR;2015;3010
26;PE;2015;1014
22;PI;2015;2978
14;RR;2015;2124
42;SC;2015;297
33;RJ;2015;2919
24;RN;2015;1877
43;RS;2015;536
28;SE;2015;2024
35;SP;2015;718
17;TO;2015;465
52;GO;2015;3227
21;MA;2015;1181
12;AC;2015;111
27;AL;2015;886
16;AP;2015;50
13;AM;2015;2389
29;BA;2015;147
23;CE;2015;263
53;DF;2015;1649
13;AM;2016;2866
29;BA;2016;215
23;CE;2016;298
16;AP;2016;65
17;TO;2016;485
35;SP;2016;713
28;SE;2016;2012
42;SC;2016;301
43;RS;2016;561
14;RR;2016;2314
11;RO;2016;438
24;RN;2016;2020
33;RJ;2016;2562
41;PR;2016;3151
22;PI;2016;3801
26;PE;2016;911
25;PB;2016;5188
15;PA;2016;1220
51;MT;2016;998
50;MS;2016;3328
31;MG;2016;1473
21;MA;2016;1493
52;GO;2016;2769
32;ES;2016;417
53;DF;2016;1540
12;AC;2016;215
27;AL;2016;748
52;GO;2017;4416
17;TO;2017;376
27;AL;2017;924
13;AM;2017;3157
16;AP;2017;89
29;BA;2017;168
23;CE;2017;299
53;DF;2017;1425
32;ES;2017;351
21;MA;2017;1804
31;MG;2017;1449
50;MS;2017;4287
51;MT;2017;1003
15;PA;2017;1049
25;PB;2017;5136
26;PE;2017;1137
22;PI;2017;4174
41;PR;2017;2921
33;RJ;2017;2354
24;RN;2017;1722
43;RS;2017;618
11;RO;2017;342
14;RR;2017;2403
42;SC;2017;305
35;SP;2017;629
28;SE;2017;1924
12;AC;2017;366
28;SE;2018;1741
17;TO;2018;308
21;MA;2018;1561
12;AC;2018;289
27;AL;2018;910
16;AP;2018;171
13;AM;2018;3231
29;BA;2018;232
23;CE;2018;302
53;DF;2018;1233
32;ES;2018;358
52;GO;2018;3825
35;SP;2018;535
42;SC;2018;222
14;RR;2018;1927
11;RO;2018;279
43;RS;2018;411
24;RN;2018;1431
33;RJ;2018;1891
22;PI;2018;4056
26;PE;2018;836
41;PR;2018;2100
25;PB;2018;4714
15;PA;2018;934
31;MG;2018;1135
50;MS;2018;3227
51;MT;2018;949
50;MS;2019;2584
21;MA;2019;1106
52;GO;2019;1741
32;ES;2019;331
53;DF;2019;1028
23;CE;2019;234
29;BA;2019;218
13;AM;2019;2200
16;AP;2019;77
27;AL;2019;930
12;AC;2019;205
17;TO;2019;237
35;SP;2019;457
28;SE;2019;1390
42;SC;2019;202
43;RS;2019;335
14;RR;2019;1468
11;RO;2019;250
24;RN;2019;1104
33;RJ;2019;1624
41;PR;2019;1758
22;PI;2019;2210
26;PE;2019;739
25;PB;2019;4343
15;PA;2019;743
51;MT;2019;682
31;MG;2019;786
17;TO;2020;232
52;GO;2020;3189
21;MA;2020;1157
51;MT;2020;863
50;MS;2020;2943
31;MG;2020;827
15;PA;2020;795
25;PB;2020;4808
41;PR;2020;1603
26;PE;2020;869
22;PI;2020;2606
12;AC;2020;211
27;AL;2020;743
16;AP;2020;95
13;AM;2020;1782
29;BA;2020;210
23;CE;2020;262
53;DF;2020;1379
32;ES;2020;411
33;RJ;2020;1677
24;RN;2020;1318
43;RS;2020;341
11;RO;2020;239
14;RR;2020;1420
42;SC;2020;182
35;SP;2020;544
28;SE;2020;1337
22;PI;2021;2881
14;RR;2021;1260
42;SC;2021;238
35;SP;2021;498
28;SE;2021;960
33;RJ;2021;1556
17;TO;2021;178
24;RN;2021;1290
43;RS;2021;342
12;AC;2021;112
27;AL;2021;1198
16;AP;2021;98
13;AM;2021;1833
29;BA;2021;303
23;CE;2021;239
53;DF;2021;1376
32;ES;2021;519
52;GO;2021;2709
21;MA;2021;975
51;MT;2021;887
50;MS;2021;2646
31;MG;2021;707
15;PA;2021;641
25;PB;2021;5001
41;PR;2021;1508
26;PE;2021;829
11;RO;2021;320
