UUID;IdCustomer;DtTransaction;Points
9cade717-0de4-435e-a0e9-d2b504cdf352;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
9580809f-71ad-4111-862c-1cc6170491cd;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
abc75258-46c6-4f5e-8ded-1f5ca62adb9b;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
52d8fc51-39d4-484e-b416-3881fbb15128;c4f241f8-2140-4f72-b1a3-904fcc51e38c;29/01/2024;1
5041abf2-7ee0-4a3d-b084-b675eb43fe31;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
e7c47840-f58e-472a-aa78-455f3098a7ef;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
44ebe2cf-075f-44d0-8124-773d18683f07;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
57be08eb-1fd0-4ee4-80a4-af2a7b669a5d;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
940ae6dd-8d5b-472c-aa54-d8b900c09d68;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
07a70cca-1903-428d-bfc7-f46aad7fe1be;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
c25774de-3092-408a-b610-f34c54389f0f;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
b955f62b-cf9d-4e89-8fe2-64cee368c0de;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
74818d60-1b50-4f5c-8f46-3024f911a3a0;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
82485aca-2e42-4a70-b2d8-dde6fe0b12f9;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
3a1f546f-33d3-40c2-85d5-9c096eac477f;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
931e18a5-defb-4dc4-bb76-52dbf24cd6ee;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
7bf585be-9c6e-41bb-8076-e97a0cbed7f1;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
c12f7128-368d-4c35-9197-c4536bc5c33f;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
d8191419-0d03-487e-b758-2be73aa18c57;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
bf6f41b7-8afd-44f0-85d0-bbb9f293e03e;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
1ee01fb4-6c8d-46e4-ba55-ddd88b2507f2;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
ddf83798-b191-413c-a38f-90b7ba4ed42a;e7c79c1a-7693-4e63-a844-c755e0bc3bd3;29/01/2024;1
100bc673-f119-41aa-ac6a-b021f342ab0a;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;500
c7e0f1cd-d923-47d7-9f29-f3db25baa80e;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;500
d0e8907c-7917-4a13-8b09-0ba5323d9bc3;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
83942597-5a17-44b3-a32b-b9987a2ae5c1;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
64e419b4-d944-4da0-81e7-76d49764de19;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
5e1e5577-5b44-4da3-b6ed-1c47963064c2;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
441c3578-88ac-4ce7-b763-2ccf36c60eac;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
4bbf8e9b-c4da-49b7-996b-4c7c8fa8f414;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
9ec9010e-185d-41ed-97c9-5679cc7e8acb;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
2f98ad22-432a-4a4c-9383-4369e31f732b;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
dc2f2291-2b38-41fd-b6cb-5f43f409e8f5;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
840bc80a-a905-4e43-8bf6-4e98874e86b3;03d75a45-0b36-4fd7-a84e-7b36912f1998;29/01/2024;1
6807a148-3c2b-4ea0-8c83-c7d0b24200a2;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
fa2f3f98-3fab-4889-a876-1647cf614612;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
c8de3bde-8a23-46fa-b0c2-465ee17d0372;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
277934a4-20dc-4ae7-886d-48043347f227;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;500
7f7a6b63-a860-4bc0-88b3-405fe508bfeb;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;500
0c74e5ef-5f7a-45cc-858b-12d35b60f862;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;500
dd5c234f-085b-4228-9bc2-38ce392ffdb5;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
03a1564f-c8c1-4159-91a0-003c39adbbee;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;500
bdb40252-0692-4bee-95e7-ab616eca4948;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
5eba61f1-f714-4bba-85cc-fc3bdc0e6ab5;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;500
45ec9559-bc9c-4e93-8605-3a91943b95e5;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
eac5cac4-f91d-4220-b519-aab294e4ec7c;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
e7dbc790-f6b5-4b2b-bbd2-c1f4a60418ad;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
94bfb3b5-cdaf-4460-8c82-c1fe050f323e;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
70688d68-5b75-49f6-a055-eee0b0215446;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
ee241e87-0836-4c6d-a2e4-ebe3e173b7ef;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
45a0eae5-0033-47a8-ae20-dda7dea84558;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
423c6a63-9e21-4bdb-9d0f-d231887d9d45;6e1bc660-02eb-49ac-aee6-592328504897;29/01/2024;1
2297619e-ce98-478c-a740-f2bcc58d18e3;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
9b4e0e8c-65b5-4bea-bbc0-cda756dcb02f;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
0bf4b9ef-4ed7-45e0-a6cb-9eb3465dfca8;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
a2ce6aad-2830-4f8d-9ff4-930588ea22a9;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
7dc39b3b-56e1-4689-9e1c-8b9a326823ba;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
4bfca9a6-8aed-4274-b15b-4b32b8049ff2;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
94678c38-7f52-467e-9b8f-b6929a96a69d;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
18ef2fc5-e499-42c2-a72f-ea55ed9c35d9;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
635b36d1-7b68-4dce-8ce1-5ee8f524619c;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
22ce2bff-32cd-4a6d-bec7-6b91140309c1;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
bb4bf642-0cdb-4d12-94df-22af80089f08;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
3533e0c8-cd62-465a-80df-fc24ac5d2030;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
958f83a1-d189-4f4a-b77f-676699a818d3;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
54429fbd-c88b-41f8-9572-bce185eaf0dc;e7c79c1a-7693-4e63-a844-c755e0bc3bd3;29/01/2024;1
133d9aee-eb19-4484-91e1-fefd4bfb515a;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
55214b48-a980-43aa-9e24-446013df6da1;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
215f5050-bef1-4b59-9e80-f03589505275;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
ffa9238b-a0d4-4386-ad01-ec8056f1ab46;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
5dc570e0-15d1-46e3-8a3f-17d4615b99d6;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;500
b013cfd4-4ff3-446d-9c75-685a65151c2b;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
0dd95b1c-7b48-4c6c-9baa-2d59f7208c04;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
88fe54bc-f434-46a2-b83e-e4f44ab15d62;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
c2b252dd-fed8-45ad-9798-0897b41cfdf3;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
13963a90-dabe-45ff-ba50-fd92405428bd;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
ccd5a3d3-5700-4880-8cfa-47e67755d789;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
4f1b0efe-1d16-43d0-8a2e-0b0b11fa0e0a;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
8bf47a34-b317-4bd9-b942-248f952edc9c;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
437dd0d8-e268-40a8-98c7-f8c1169b3035;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
c3503858-b44e-4dff-9572-dc5a22fa5f65;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
a2cbc3d0-936a-4810-b5d8-d4fe5c1d4237;54edd84d-73ad-4821-8d53-7ed04f00b2e4;29/01/2024;1
55f623e3-9f3f-45d1-aaeb-8d6a61a5ac8f;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
46f17bd6-ea95-4072-82ad-484b42c40722;54edd84d-73ad-4821-8d53-7ed04f00b2e4;29/01/2024;500
091d846c-9825-4b6b-aacd-dc0c95c5999d;54edd84d-73ad-4821-8d53-7ed04f00b2e4;29/01/2024;500
16c8e80d-5f2c-4aff-9bb9-033bd561a6f9;54edd84d-73ad-4821-8d53-7ed04f00b2e4;29/01/2024;500
721f4c20-e589-4285-ad70-22dc2d007b67;54edd84d-73ad-4821-8d53-7ed04f00b2e4;29/01/2024;1
5ee7d0d9-6cd0-432e-8da6-ab620409d8e4;54edd84d-73ad-4821-8d53-7ed04f00b2e4;29/01/2024;1
e002a27f-c355-419f-b2ee-a72846a17ac1;b76c3795-90bf-4470-a6ff-8005d2810fc9;29/01/2024;1
b385176c-07bb-4ae4-a1d4-c95417bde1a9;e407fad9-4f76-4c12-98ea-d70d1c8d0d97;29/01/2024;1
46baf547-5ea6-44e7-913b-c4bb4cad9c50;e407fad9-4f76-4c12-98ea-d70d1c8d0d97;29/01/2024;1
d69097d0-1ef7-48e8-ab8f-a1507fa42206;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
11aa2fa1-c604-42e8-b2a9-a35036aa4753;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
984ba747-9176-428d-a5f8-6f486308f47d;df695821-6cd6-457e-91b3-33f988c736bc;29/01/2024;1
8aba78a6-b011-4cb0-b85a-d94c696656a5;b2f9d026-0727-4125-b84b-c60af3148a15;29/01/2024;1
76a0075a-84b8-47a8-b022-f727928f6997;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
fc694e5d-135f-4a95-b7b2-741053824bd1;b2f9d026-0727-4125-b84b-c60af3148a15;29/01/2024;1
052aabcb-b3d9-45dc-b20d-33fcd570f7e1;e407fad9-4f76-4c12-98ea-d70d1c8d0d97;29/01/2024;1
e9e41f1d-4989-49d5-b587-eb524da85244;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
fd4460fe-411e-4751-8772-524a58adc6d9;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
e13b80b4-1b2b-453a-8e79-8d745f4a42a4;e407fad9-4f76-4c12-98ea-d70d1c8d0d97;29/01/2024;1
7080dad1-6391-4a5a-a5d0-da5f59e6c2d5;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
71cff73f-e069-4b39-88f7-5cb091a68d33;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
52a51e65-881d-4cf3-9213-d8752a49eb07;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
41708ad5-f2ea-4e6e-81f0-fc70677c8515;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
487452ab-1a0c-4253-9574-daf6102036b8;0368a5c3-bc5d-45f2-b8a0-07e74ea1574f;29/01/2024;1
c294e21f-a508-4462-9ccf-c35315f6b2b5;b2f9d026-0727-4125-b84b-c60af3148a15;29/01/2024;1
d3a434dd-ba63-4186-9dfa-9d666200256b;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
d2beee71-73d9-4951-ab7d-ffe9dac80ede;0368a5c3-bc5d-45f2-b8a0-07e74ea1574f;29/01/2024;1
566d582e-96be-4d3e-94ff-f22928fb54a9;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
2a05e23b-05c5-422c-819e-0b10bf711ba9;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
ab3ed89d-7db5-4670-afd4-95896f316707;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
598d25a4-0611-4d7a-8ff7-bee1f72492b6;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
470051a1-06ad-4788-955f-31870f8e735f;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
67312f8a-e652-444c-82a0-c9205fa9c7ef;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
297394b2-39d6-4efa-a8a7-52dab07a49a0;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
01ba3c44-2f16-4b3d-aab7-ded5b948d8c9;0368a5c3-bc5d-45f2-b8a0-07e74ea1574f;29/01/2024;1
d3dcec40-371b-4e1d-b95f-00a63c3c29fd;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
8f0539c4-b1e1-4e56-bd17-07a50a0a7bf2;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
da6b9707-797e-4eba-8e99-a9e7dd38b032;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
d359aa0e-9d3a-42ee-a69e-541bf0ef7c8f;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
3af615a7-53a7-467d-8a1f-ec22fa0c9094;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
1d44e0e1-0795-49ce-a66f-3bc4dd51cf5a;6e1bc660-02eb-49ac-aee6-592328504897;29/01/2024;1
6e748644-077d-4fd2-a1fd-48f161951c97;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
b24b5f91-f82b-400c-890e-0be7bfd6e5fb;0368a5c3-bc5d-45f2-b8a0-07e74ea1574f;29/01/2024;1
493898e3-9298-4017-bc5a-15e97499f2d7;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
ba782344-fa25-4eb8-ab80-674719e3712f;b2f9d026-0727-4125-b84b-c60af3148a15;29/01/2024;1
ba9f71c9-5f4d-4532-9a96-1aa3089d83d4;3458efb0-0a7e-490f-8856-c29f9050d938;29/01/2024;1
47ed4e6b-1bfe-4529-bc8f-49b8318d99b5;5ae0871a-e31d-4003-8c1a-e181dab54036;29/01/2024;1
a31b0501-1b56-4b79-ae4e-56149e931726;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
d3c1f8a4-d847-433b-9a12-763354f5ca0a;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
6df70c13-8fc9-4e31-b99d-76c6869118c2;e7c79c1a-7693-4e63-a844-c755e0bc3bd3;29/01/2024;1
baaecb05-82ba-4be5-9297-ca60be7a5d0f;e7c79c1a-7693-4e63-a844-c755e0bc3bd3;29/01/2024;1
4e8c1543-dc72-4385-8f24-559b280a572a;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
a3b30684-1c45-4bc8-9801-9cf35cd0114d;b2f9d026-0727-4125-b84b-c60af3148a15;29/01/2024;1
840a95b3-f334-44f1-9782-64c1538fc82c;4c77c153-19b9-42e2-a03c-04f43dcc6105;29/01/2024;1
14c1c060-f75b-43e4-bf27-b962fa3426d0;b76c3795-90bf-4470-a6ff-8005d2810fc9;29/01/2024;1
fc727e84-e82e-4333-9754-85ab4927572e;ed18130c-a356-402e-be63-15948e0e4108;29/01/2024;1
20536aed-efb6-48d7-bee0-3440f48d5ed8;ed18130c-a356-402e-be63-15948e0e4108;29/01/2024;1
23384787-4f13-40bd-a705-fc3a477bf619;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
57b790c8-5167-453d-8595-8ade85592ef8;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
1b54902c-e2c1-4a25-8a75-c85875d08aee;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
a11e80e6-ec76-4247-997c-15b13a480e6c;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
f0633032-bfaa-46b8-8f0f-968e994dd444;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
86e3b579-7bae-4b00-8d9c-83ea867b5e4e;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
cc8c3435-cd94-4822-9793-fe75d6ccb331;697396c0-502a-4ef6-9af7-dd08113a0409;29/01/2024;1
27f9d34c-242b-48bb-8cd9-769f823aa6ba;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
1c426e83-bfdf-4a36-a8be-b0ebf1f769ff;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
e1071cd4-5f1f-43c3-b4b6-e2e8a8f9421d;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
37936029-34c5-45dc-ab8d-cda97166313e;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
2a9611c5-a945-49ba-b9e9-7b20daf088d9;5877cf53-bde0-4bfa-b61b-0a09e5dd5147;29/01/2024;1
08cafca8-1e52-4eb2-a44d-6f0a485ac5f9;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
ed8c5336-fd08-4476-af92-a8d8c6a0f68a;697396c0-502a-4ef6-9af7-dd08113a0409;29/01/2024;1
2f9be170-adb4-4f7e-a6b0-890d3a07b2d1;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
9f368aa5-a7f4-4399-9397-491ada814c95;65662aff-44d6-4f06-b9d9-07445c6e5943;29/01/2024;1
291d333d-3b64-48fb-b736-e66bc7e134d2;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
91e75b09-4fa7-4c55-84f0-f04928d25311;2d3d2dce-d353-4961-ad39-46723efe2100;29/01/2024;1
bc766d72-48c1-476d-b648-4e17c4af2608;a1478518-6bf1-41e7-895b-355a06554b96;29/01/2024;1
d94f8bb9-0e68-427b-9c90-c81dcb15f413;5877cf53-bde0-4bfa-b61b-0a09e5dd5147;29/01/2024;1
04d012a4-87e3-482e-b204-24a26c87fcae;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
6f94b53d-3ebf-43c6-9862-55f39b8d65de;6dece871-c22b-40a9-a919-19a88acf3401;29/01/2024;1
4d830dfe-ddae-4545-8ce3-bde62245cded;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
b0251966-0575-47fa-9221-25821e7bc989;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
de03481a-0833-4d75-b34f-d1e40a9d0c6c;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
01a86103-df1d-4e8d-8d85-dc60ffc13c72;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
6fdd8c92-4077-4993-a035-95becddf5ab8;e7c79c1a-7693-4e63-a844-c755e0bc3bd3;29/01/2024;1
075e51f2-e5a9-4c0c-930b-21e0e6298a10;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
22bf172c-6a23-4e0f-ab2c-1878b8d03147;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
059fe478-b945-4b66-ab1f-faec5365b769;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
3ae4b0a6-9ee5-4cb5-ae75-2b3e3e40bc2c;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
6ad5e487-ca9a-4ed1-aaa6-688e9813e54e;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
4a214bdb-e6af-41ab-a372-3b4e16b2a934;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
aa9c62ab-968b-4203-a226-47b86f86b379;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
9172a4a1-29ee-49d3-ba8f-3adc78cc06f7;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
9102684e-8fba-454a-a32c-23c86caaf1d3;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
9037c430-9f05-4eab-a433-6426d443ecd7;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
d5e919b0-953e-4041-af89-38136c81aa38;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
875d55b0-8c7a-4f7d-a7aa-ddd964f8e659;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
d0379f6b-293a-465f-bef5-f8c56fd690d2;b2f9d026-0727-4125-b84b-c60af3148a15;29/01/2024;1
1163a7fd-286b-49f3-adc4-d66d7d90650a;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
e53b4f31-80b7-4bb5-a4c3-0bf2504bde9a;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
016a9722-e68b-4b90-8048-4880153b0c2f;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
c27e57bb-f64b-4394-a1eb-f5088bf5578e;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
c1b7a3a0-558f-4ff8-a4ef-67ec67b7f2bc;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
8d876249-df5d-4e54-8fc5-c55944a5763f;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
d394f565-c9b2-49f7-8074-4f8034b7845a;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
c52d56f0-4259-4aef-a5ef-5247e2e23406;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
0a45c6a2-2614-4606-85de-a5727ac6c513;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
ccbc0c49-236b-4d0f-a3a4-91e772d1ed1f;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
861802e6-397f-48a6-a0e9-b2044760e025;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
b4e8a2fb-0045-4edb-a7ef-ac38d467dbf7;5f8fcbe0-6014-43f8-8b83-38cf2f4887b3;29/01/2024;1
